master_incident_number,problem,priority_number,year,time_phonepickup,cfs_address,cfs_location_name,call_disposition,short_school_name,cde_school_name,school_type_level,lowest_grade,highest_grade,school_address
DPD-21-0642755,Fight,2,2021,11/12/2021 11:21,1820 N Lowell Blvd,Lake Middle School,Arrest Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-21-0647795,Weapon / Concealed Weapon,2,2021,11/15/2021 6:58,1820 N Lowell Blvd,Lake Middle School,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0019997,911 Open,2,2022,1/13/2022 12:54,1820 N Lowell Blvd,,In Service,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0105824,911 Open,2,2022,3/2/2022 16:59,1820 N Lowell Blvd,,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0119767,Weapon / Concealed Weapon,2,2022,3/10/2022 14:50,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,UTL / Unfounded / Unsuccessful,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0119871,EMS request PD,2,2022,3/10/2022 15:47,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0142958,Threats IP-JO,2,2022,3/23/2022 10:25,1820 N Lowell Blvd,SCH LAKE INTERNATIONAL SCHOOL  - DPS,Report Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0145113,Nature Unknown,2,2022,3/24/2022 13:26,1820 N Lowell Blvd,ACROSS FROM,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0180683,911 Open,2,2022,4/12/2022 9:55,1820 N Lowell Blvd,SCH STRIVE PREP: LAKE - DPS,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0186520,Assault  IP-JO,2,2022,4/15/2022 10:22,1820 N Lowell Blvd,SCH LAKE INTERNATIONAL SCHOOL  - DPS,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0186759,E 09 Cardiac/Resp Arrest/Death,2,2022,4/15/2022 12:54,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0193696,911 Open,2,2022,4/19/2022 9:35,1820 N Lowell Blvd,LAKE MIDDLE SCHOOL,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0264139,Weapon / Concealed Weapon,2,2022,5/26/2022 9:04,1820 N Lowell Blvd,SCH STRIVE PREP: LAKE - DPS,K - Street Check Completed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0491790,Disturbance Family,2,2022,9/23/2022 12:40,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0571119,Threats IP-JO,2,2022,11/4/2022 12:36,1820 N Lowell Blvd,STRIVE PREP: LAKE - DPS,K - Street Check Completed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0588645,Fight,2,2022,11/14/2022 14:40,1820 N Lowell Blvd,OUTSIDE Lake Middle School,UTL / Unfounded / Unsuccessful,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-23-0044124,Fight,2,2023,1/25/2023 14:40,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,UTL / Unfounded / Unsuccessful,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-23-0133557,Threats IP-JO,2,2023,3/14/2023 14:17,1820 N Lowell Blvd,SCH LAKE INTERNATIONAL SCHOOL  - DPS,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0027157,Weapon / Concealed Weapon,1,2018,1/12/2018 9:06,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,File Only,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0051073,Suicidal Person / Suicide,1,2018,1/22/2018 8:48,1820 N Lowell Blvd,SCH Lake Middle School,File Only,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0324779,Weapon / Concealed Weapon,1,2018,5/14/2018 17:25,1820 N Lowell Blvd,SCH LAKE INTERNATIONAL SCHOOL  - DPS,Party Advised,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0327339,Robbery IP-JO,1,2018,5/15/2018 17:46,1820 N Lowell Blvd,SCH Lake Middle School,File Only,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0657624,MPER - Lost Child,1,2018,9/24/2018 19:34,1820 N Lowell Blvd,Lake Middle School,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0676763,Stabbing,1,2018,10/2/2018 16:10,1820 N Lowell Blvd,SCH STRIVE PREP: LAKE - DPS,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0855540,Burglary  IP-JO,1,2018,12/19/2018 23:06,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0142407,Weapon / Concealed Weapon,1,2019,3/5/2019 12:39,1820 N Lowell Blvd,SCH LAKE INTERNATIONAL SCHOOL  - DPS,Party Advised,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0236796,Weapon / Concealed Weapon,1,2019,4/16/2019 11:26,1820 N Lowell Blvd,Lake Middle School,Report Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0301487,Suicidal Person / Suicide,1,2019,5/14/2019 11:52,1820 N Lowell Blvd,Lake Middle School -,Party Advised,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0542855,Weapon / Concealed Weapon,1,2019,8/26/2019 9:28,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,File Only,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0543017,Weapon / Concealed Weapon,1,2019,8/26/2019 10:35,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,File Only,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0601189,MPER - Lost Child,1,2019,9/19/2019 20:26,1820 N Lowell Blvd,SCH STRIVE PREP: LAKE - DPS,Party Advised,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0673992,Suicidal Person / Suicide,1,2019,10/21/2019 14:25,1820 N Lowell Blvd,STRIVE PREP: LAKE,Report Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-19-0674136,Suicidal Person / Suicide,1,2019,10/21/2019 15:42,1820 N Lowell Blvd,STRIVE PREP: LAKE - DPS,UTL / Unfounded / Unsuccessful,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-20-0027645,Weapon / Concealed Weapon,1,2020,1/13/2020 11:25,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,Report Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-20-0351605,Burglary  IP-JO,1,2020,6/8/2020 2:39,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,Report Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-21-0078274,Suicidal Person / Suicide,1,2021,2/8/2021 9:27,1820 N Lowell Blvd,LAKE INTERNATIONAL SCHOOL  - COUNSELING CENTER,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-21-0365855,Robbery IP-JO,1,2021,6/27/2021 20:42,1820 N Lowell Blvd,SCH Lake Middle School - PLOT,Report Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-21-0632613,Burglary  IP-JO,1,2021,11/6/2021 22:09,1820 N Lowell Blvd,SCH STRIVE PREP: LAKE - DPS,Party Advised,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-21-0635543,Suicidal Person / Suicide,1,2021,11/8/2021 13:49,1820 N Lowell Blvd,LAKE INTERNATIONAL SCHOOL,Report Made,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-21-0692940,Sex Assault IP-JO,1,2021,12/9/2021 18:03,1820 N Lowell Blvd,SCH Lake Middle School,UTL / Unfounded / Unsuccessful,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0093190,Suicidal Person / Suicide,1,2022,2/23/2022 15:34,1820 N Lowell Blvd,LAKE MIDDLE SCHOOL,No Police Needed,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0142761,Suicidal Person / Suicide,1,2022,3/23/2022 8:28,1820 N Lowell Blvd,SCH STRIVE PREP: LAKE - DPS,Party Advised,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0198091,Suicidal Person / Suicide,1,2022,4/21/2022 12:47,1820 N Lowell Blvd,SCH STRIVE PREP: LAKE - DPS,Party Advised,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-22-0543150,Suicidal Person / Suicide,1,2022,10/20/2022 12:23,1820 N Lowell Blvd,SCH Lake Middle School - Box 4113,Back Up / Cover Car,Lake MS,Lake Middle School,MIDDLE SCHOOL,6,8,1820 LOWELL BLVD
DPD-18-0096831,E 25 Psych/Ab Beh/Suicide Att,2,2018,2/9/2018 16:50,2250 S Quitman Way,KUNSMILLER CREATE ARTS ELM - DPS,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0138352,EMS request PD,2,2018,2/27/2018 16:24,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,No Police Needed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0271405,Fight,2,2018,4/23/2018 13:18,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,T - Citation Issued,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0308604,Fight,2,2018,5/8/2018 10:10,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,K - Street Check Completed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0613786,Threats IP-JO,2,2018,9/7/2018 15:57,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0661831,Assault  IP-JO,2,2018,9/26/2018 13:46,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,K - Street Check Completed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0669481,Fight,2,2018,9/29/2018 15:23,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS,UTL / Unfounded / Unsuccessful,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-20-0048578,Nature Unknown,2,2020,1/22/2020 12:55,2250 S Quitman Way,KUNSMILLER CREATE ARTS ELM - DPS,No Police Needed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0057705,Assault  IP-JO,2,2021,1/29/2021 12:31,2250 S Quitman Way,KUNSMILLER CREATE ARTS,Report Made,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0057811,EMS request PD,2,2021,1/29/2021 13:22,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,No Police Needed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0550873,Arson,2,2021,9/24/2021 19:43,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,No Police Needed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0570997,Fight,2,2021,10/5/2021 7:52,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,UTL / Unfounded / Unsuccessful,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0589283,Disturbance Family,2,2021,10/14/2021 16:19,2250 S QUITMAN WAY,KUNSMILLER ELM - DPS,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0683720,Arson,2,2021,12/4/2021 16:21,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0010124,911 Open,2,2022,1/7/2022 15:49,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,"1 - Alarm RP On Scene,No Polic",Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0076898,911 Open,2,2022,2/14/2022 12:46,2250 S Quitman St,,No Police Needed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0083945,Threats IP-JO,2,2022,2/18/2022 11:12,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0126751,EMS request PD,2,2022,3/14/2022 13:53,2250 S Quitman Way,KUNSMILLER CREATIVE ARTS,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0211611,911 Open,2,2022,4/28/2022 14:18,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,Y - Broadcast,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0221046,Fight,2,2022,5/3/2022 16:02,2250 S Quitman Way,SCH Kunsmiller K-8 - Box 3112,Arrest Made,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0266261,Assault  IP-JO,2,2022,5/27/2022 10:47,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,Report Made,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0367930,Threats IP-JO,2,2022,7/19/2022 22:54,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM PK LOT,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0446455,Nature Unknown,2,2022,8/30/2022 12:15,2250 S Quitman St,,UTL / Unfounded / Unsuccessful,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0500975,E 25 Psych/Ab Beh/Suicide Att,2,2022,9/28/2022 9:32,2250 S Quitman Way,SCH Kunsmiller K-8 - Box 3112,No Police Needed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0076232,Weapon / Concealed Weapon,1,2018,2/1/2018 9:43,2250 S Quitman Way,SCH Kunsmiller K-8 - Box 3112,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0090236,Suicidal Person / Suicide,1,2018,2/7/2018 8:53,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,CIT Report,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0090305,Suicidal Person / Suicide,1,2018,2/7/2018 9:27,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,CIT Report,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0170749,Suicidal Person / Suicide,1,2018,3/13/2018 16:00,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS HS,CIT Report,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0760850,MPER - Lost Child,1,2018,11/7/2018 13:05,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-18-0763637,Suicidal Person / Suicide,1,2018,11/8/2018 15:25,2250 S Quitman Way,SCH KUNSMILLER CREATE ARTS ELM - DPS,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0036001,MPER - Lost Child,1,2019,1/16/2019 16:24,2250 S Quitman Way,KUNSMILLER CREATE ARTS ELM -,UTL / Unfounded / Unsuccessful,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0339593,MPER - Lost Child,1,2019,5/31/2019 13:15,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0526988,MPER - Lost Child,1,2019,8/19/2019 16:47,2250 S Quitman Way,KUNSMILLER CREATE ARTS ELM - DPS,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0553687,Suicidal Person / Suicide,1,2019,8/30/2019 16:48,2250 S Quitman Way,KUNSMILLER CREATE ARTS ELM,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0592888,Suicidal Person / Suicide,1,2019,9/16/2019 14:23,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS HS,K - Street Check Completed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0694780,Kidnap IP-JO,1,2019,10/31/2019 14:37,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0792205,MPER - Lost Child,1,2019,12/16/2019 16:36,2250 S Quitman Way,KUNSMILLER CREATIVE ARTS HS MAIN OFFICE,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-20-0028304,MPER - Lost Child,1,2020,1/13/2020 16:45,2250 S Quitman Way,KUNSMILLER CREATE ARTS ELM - DPS,K - Street Check Completed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-20-0108781,Weapon / Concealed Weapon,1,2020,2/19/2020 15:27,2250 S Quitman Way,SCH Kunsmiller K-8 - Box 3112,Arrest Made,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-20-0301870,Burglary  IP-JO,1,2020,5/16/2020 15:35,2250 S Quitman Way,KUNSMILLER CREATE ARTS ELM - DPS,Report Made,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0216027,Burglary  IP-JO,1,2021,4/16/2021 22:15,2250 S Quitman Way,KUNSMILLER SCHOOL,Party Advised,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0254370,Burglary  IP-JO,1,2021,5/5/2021 21:47,2250 S Quitman Way,SCH Kunsmiller K-8 - Box 3112,Back Up / Cover Car,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-21-0255664,Suicidal Person / Suicide,1,2021,5/6/2021 13:48,2250 S Quitman Way,SCH KUNSMILLER CREATIVE ARTS MS - DPS,No Police Needed,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-22-0139420,Suicidal Person / Suicide,1,2022,3/21/2022 12:06,2250 S Quitman Way,KUNSMILLER CREATIVE ARTS OFFICE,In Service,Kunsmiller ES,Kunsmiller Creative Arts Academy,ELEMENTARY SCHOOL,0,5,2250 S QUITMAN WAY
DPD-19-0647538,Help,0,2019,10/9/2019 16:49,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0354935,Help,0,2021,6/22/2021 18:47,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0501503,Criminal Mischief IP-JO,2,2018,7/24/2018 14:19,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,K - Street Check Completed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0567637,MPER - Endangered/WalkAway/Esc,2,2018,8/20/2018 8:07,911 S Hazel Ct,SCH Kepner Middle School - Box 3118,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0037778,Mental Health,2,2019,1/17/2019 10:33,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,In Service,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0070343,Nature Unknown,2,2019,1/31/2019 16:03,911 S Hazel Ct,SCH Kepner Middle School - Box 3118,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0167389,Criminal Mischief IP-JO,2,2019,3/16/2019 16:29,911 S Hazel Ct,EAST SIDE KEPNER MIDDLE SCHOOL - DPS,UTL / Unfounded / Unsuccessful,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0290531,Mental Health,2,2019,5/9/2019 12:19,911 S Hazel Ct,SCH Kepner Middle School - Box 3118,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0534795,Threats IP-JO,2,2019,8/22/2019 18:18,911 S Hazel Ct,KEPNER MIDDLE SCHOOL,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-20-0121382,Fight,2,2020,2/25/2020 11:55,911 S Hazel Ct,SCH STRIVE PREP: KEPNER - DPS,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-20-0124343,Nature Unknown,2,2020,2/26/2020 16:36,911 S Hazel Ct,SCH Kepner Middle School - Box 3118,K - Street Check Completed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-20-0212619,Nature Unknown,2,2020,4/8/2020 10:47,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0072796,EMS request PD,2,2021,2/5/2021 14:19,911 S Hazel Ct,Kepner Middle School - PLAYGROUND,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0507897,E 25 Psych/Ab Beh/Suicide Att,2,2021,9/3/2021 13:57,911 S Hazel Ct,KEPNER MIDDLE SCHOOL- DEANS OFC,No Police Needed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0546318,Weapon / Concealed Weapon,2,2021,9/22/2021 16:09,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,UTL / Unfounded / Unsuccessful,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0571291,Assault  IP-JO,2,2021,10/5/2021 10:59,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0603692,911 Open,2,2021,10/22/2021 9:04,911 S Hazel Ct,STRIVE PREP,Supervisor Cancelled Inc,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0015008,Weapon / Concealed Weapon,2,2022,1/10/2022 16:18,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,UTL / Unfounded / Unsuccessful,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0058026,Weapon / Concealed Weapon,2,2022,2/4/2022 11:00,911 S Hazel Ct,ROCKY MTN PREP SOUTHWEST - DPS,UTL / Unfounded / Unsuccessful,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
